time_s,vout_v,follower_id_a
0.0799071,0.8823311587,0.0002849512445
0.07990715,0.8858695842,0.0002856556458
0.0799072,0.8894080097,0.0002863600472
0.07990725,0.8929464352,0.0002870644485
0.0799073,0.8946547152,0.0002873296669
0.07990735,0.8962290769,0.0002875627487
0.0799074,0.8978034387,0.0002877958306
0.07990745,0.8993778004,0.0002880289124
0.0799075,0.8990797982,0.0002879934378
0.07990755,0.8986447886,0.000287938312
0.0799076,0.898209779,0.0002878831861
0.07990765,0.8977747693,0.0002878280603
0.0799077,0.8956019847,0.0002873550351
0.07990775,0.893302041,0.0002868514307
0.0799078,0.8910020973,0.0002863478263
0.07990785,0.8887021536,0.0002858442219
0.0799079,0.8843107936,0.0002850203306
0.07990795,0.8797663974,0.0002841730029
0.079908,0.8752220012,0.0002833256751
0.07990805,0.8706776049,0.0002824783474
0.0799081,0.8638445103,0.000281111174
0.07990815,0.8568439436,0.0002797059617
0.0799082,0.849843377,0.0002783007494
0.07990825,0.8428428103,0.0002768955371
0.0799083,0.8328861881,0.0002749954288
0.07990835,0.822713261,0.0002730591073
0.0799084,0.8125403339,0.0002711227857
0.07990845,0.8023674068,0.0002691864642
0.0799085,0.7887305855,0.0002665092259
0.07990855,0.774840299,0.0002637777722
0.0799086,0.7609500124,0.0002610463184
0.07990865,0.7470597258,0.0002583148647
0.0799087,0.7288081089,0.0002548123123
0.07990875,0.7102373582,0.0002512533359
0.0799088,0.6916666074,0.0002476943595
0.07990885,0.6730958567,0.0002441353831
0.0799089,0.6495506123,0.0002395611321
0.07990895,0.6256413668,0.00023491259
0.079909,0.6017321213,0.0002302640479
0.07990905,0.5778228758,0.0002256155057
0.0799091,0.5481191059,0.0002199131681
0.07990915,0.5179913303,0.0002141337205
0.0799092,0.4878635546,0.000208354273
0.07990925,0.457735779,0.0002025748254
0.0799093,0.4215842315,0.0001955870981
0.07990935,0.3849919034,0.0001885109567
0.0799094,0.3483995753,0.0001814348153
0.07990945,0.3118072472,0.0001743586738
0.0799095,0.2691770929,0.0001661656778
0.07990955,0.2261051297,0.0001578909576
0.0799096,0.1830331665,0.0001496162374
0.07990965,0.1399612033,0.0001413415172
0.0799097,0.09172085357,0.0001320547288
0.07990975,0.04310231485,0.0001226938837
0.0799098,-0.005516223884,0.0001133330387
0.07990985,-0.05413476261,0.0001039721936
0.0799099,-0.1062709376,9.401716079e-05
0.07990995,-0.1586645104,8.401864915e-05
0.07991,-0.2110580832,7.402013751e-05
0.07991005,-0.263451656,6.402162586e-05
0.0799101,-0.3151219348,5.417139685e-05
0.07991015,-0.3667392876,4.43320182e-05
0.0799102,-0.4183566404,3.449263955e-05
0.07991025,-0.4699739931,2.46532609e-05
0.0799103,-0.5095852607,1.739845777e-05
0.07991035,-0.5483180007,1.033277711e-05
0.0799104,-0.5870507408,3.267096445e-06
0.07991045,-0.5981022653,1.722848446e-06
0.0799105,-0.607402465,5.279283817e-07
0.07991055,-0.6104105451,1.505718115e-08
0.0799106,-0.6088206683,5.921560948e-10
0.07991065,-0.6100649742,1.226457261e-10
0.0799107,-0.6096416878,5.598534219e-11
0.07991075,-0.6097864446,3.334507748e-11
0.0799108,-0.6097443761,2.368915368e-11
0.07991085,-0.6097610133,1.800095106e-11
0.0799109,-0.6097527343,1.500627612e-11
0.07991095,-0.6097450381,1.214092693e-11
0.079911,-0.6097469794,1.061265297e-11
0.07991105,-0.6097489207,9.084379019e-12
0.0799111,-0.6097463562,8.159723517e-12
0.07991115,-0.6097428784,7.357422181e-12
0.0799112,-0.6097394006,6.555120845e-12
0.07991125,-0.6097379937,6.015965962e-12
0.0799113,-0.6097375994,5.605483793e-12
0.07991135,-0.6097372052,5.195001624e-12
0.0799114,-0.6097368109,4.784519455e-12
0.07991145,-0.6097350382,4.499786976e-12
0.0799115,-0.6097325915,4.276543275e-12
0.07991155,-0.6097301447,4.053299574e-12
0.0799116,-0.6097276979,3.830055873e-12
0.07991165,-0.6097263945,3.66843409e-12
0.0799117,-0.6097256501,3.536944042e-12
0.07991175,-0.6097249057,3.405453995e-12
0.0799118,-0.6097241613,3.273963948e-12
0.07991185,-0.6097225078,3.177339951e-12
0.0799119,-0.6097204096,3.097764672e-12
0.07991195,-0.6097183115,3.018189393e-12
0.079912,-0.6097162133,2.938614114e-12
0.07991205,-0.6097148594,2.881838461e-12
0.0799121,-0.6097138694,2.836211314e-12
0.07991215,-0.6097128795,2.790584166e-12
0.0799122,-0.6097118895,2.744957019e-12
0.07991225,-0.6097103024,2.716093237e-12
0.0799123,-0.6097084232,2.695426365e-12
0.07991235,-0.6097065441,2.674759492e-12
0.0799124,-0.609704665,2.65409262e-12
0.07991245,-0.6097032712,2.647904126e-12
0.0799125,-0.6097021146,2.648795235e-12
0.07991255,-0.609700958,2.649686343e-12
0.0799126,-0.6096998014,2.650577452e-12
0.07991265,-0.609698252,2.665942593e-12
0.0799127,-0.6096965105,2.688385212e-12
0.07991275,-0.609694769,2.710827831e-12
0.0799128,-0.6096930275,2.73327045e-12
0.07991285,-0.6096916014,2.772841765e-12
0.0799129,-0.6096903295,2.820788629e-12
0.07991295,-0.6096890577,2.868735492e-12
0.079913,-0.6096877858,2.916682355e-12
0.07991305,-0.6096862532,2.987898701e-12
0.0799131,-0.609684593,3.070493303e-12
0.07991315,-0.6096829329,3.153087904e-12
0.0799132,-0.6096812727,3.235682505e-12
0.07991325,-0.6096798141,3.354460486e-12
0.0799133,-0.6096784541,3.490931327e-12
0.07991335,-0.609677094,3.627402169e-12
0.0799134,-0.609675734,3.76387301e-12
0.07991345,-0.6096741937,3.964367144e-12
0.0799135,-0.6096725654,4.196167231e-12
0.07991355,-0.609670937,4.427967319e-12
0.0799136,-0.6096693086,4.659767406e-12
0.07991365,-0.6096677949,5.024286232e-12
0.0799137,-0.6096663372,5.453701546e-12
0.07991375,-0.6096648796,5.883116859e-12
0.0799138,-0.6096634219,6.312532173e-12
0.07991385,-0.6096618031,7.089995776e-12
0.0799139,-0.6096601055,8.037647189e-12
0.07991395,-0.609658408,8.985298602e-12
0.079914,-0.6096567104,9.932950015e-12
0.07991405,-0.6096549377,1.234122178e-11
0.0799141,-0.6096531282,1.546370414e-11
0.07991415,-0.6096513187,1.858618651e-11
0.0799142,-0.6096495093,2.170866887e-11
0.07991425,-0.609646793,3.163624921e-11
0.0799143,-0.6096436333,4.489136987e-11
0.07991435,-0.6096381188,9.707078902e-11
0.0799144,-0.6096289422,3.121700757e-10
0.07991445,-0.6096057369,2.489853231e-09
0.0799145,-0.6095393621,1.611729242e-08
0.07991455,-0.6087827833,2.106026993e-07
0.0799146,-0.6013118802,2.010428208e-06
0.07991465,-0.5801910309,6.630610228e-06
0.0799147,-0.5474575743,1.360683583e-05
0.07991475,-0.50416551,2.208019858e-05
0.0799148,-0.4559197653,3.12559588e-05
0.07991485,-0.4041000617,4.128858117e-05
0.0799149,-0.3515638349,5.14929911e-05
0.07991495,-0.2984384279,6.166948899e-05
0.079915,-0.2446372218,7.181397132e-05
0.07991505,-0.1908360157,8.195845365e-05
0.0799151,-0.1391061165,9.185904344e-05
0.07991515,-0.08752779037,0.0001017417858
0.0799152,-0.03594946427,0.0001116245281
0.07991525,0.01562886182,0.0001215072704
0.0799153,0.06290722917,0.0001304161985
0.07991535,0.1098709361,0.0001392538652
0.0799154,0.1568346429,0.0001480915319
0.07991545,0.2037983498,0.0001569291986
0.0799155,0.2449192428,0.0001647731836
0.07991555,0.2856125729,0.0001725444533
0.0799156,0.326305903,0.000180315723
0.07991565,0.3669992331,0.0001880869928
0.0799157,0.4016340094,0.0001945998633
0.07991575,0.4358254355,0.0002010206472
0.0799158,0.4700168616,0.0002074414312
0.07991585,0.5042082877,0.0002138622151
0.0799159,0.5322753906,0.0002192044468
0.07991595,0.5598943304,0.0002244677527
0.079916,0.5875132703,0.0002297310586
0.07991605,0.6151322102,0.0002349943646
0.0799161,0.6373411644,0.0002391210393
0.07991615,0.6591542291,0.0002431645382
0.0799162,0.6809672937,0.0002472080371
0.07991625,0.7027803584,0.000251251536
0.0799163,0.7197059703,0.0002544811613
0.07991635,0.7362739305,0.0002576512294
0.0799164,0.7528418906,0.0002608212974
0.07991645,0.7694098508,0.0002639913655
0.0799165,0.7820747408,0.0002663190958
0.07991655,0.7944540137,0.0002685851859
0.0799166,0.8068332866,0.000270851276
0.07991665,0.8192125596,0.0002731173661
0.0799167,0.8282019911,0.0002748441352
0.07991675,0.8369433623,0.0002765314382
0.0799168,0.8456847334,0.0002782187412
0.07991685,0.8544261046,0.0002799060442
0.0799169,0.8606157846,0.000281016663
0.07991695,0.866618738,0.0002820850815
0.079917,0.8726216915,0.0002831535
0.07991705,0.8786246449,0.0002842219184
0.0799171,0.8823311221,0.0002849511417
0.07991715,0.8858695487,0.0002856555435
0.0799172,0.8894079753,0.0002863599453
0.07991725,0.8929464019,0.0002870643471
0.0799173,0.8946546883,0.0002873295669
0.07991735,0.8962290496,0.0002875626483
0.0799174,0.8978034108,0.0002877957298
0.07991745,0.899377772,0.0002880288112
0.0799175,0.8990797753,0.0002879933375
0.07991755,0.898644764,0.0002879382116
0.0799176,0.8982097527,0.0002878830858
0.07991765,0.8977747414,0.0002878279599
0.0799177,0.8956019597,0.0002873549353
0.07991775,0.8933020123,0.0002868513299
0.0799178,0.8910020649,0.0002863477245
0.07991785,0.8887021175,0.0002858441191
0.0799179,0.8843107599,0.0002850202282
0.07991795,0.8797663579,0.0002841728996
0.079918,0.8752219559,0.000283325571
0.07991805,0.870677554,0.0002824782424
0.0799181,0.8638444602,0.0002811110692
0.07991815,0.8568438856,0.0002797058551
0.0799182,0.849843311,0.000278300641
0.07991825,0.8428427365,0.0002768954269
0.0799183,0.8328861153,0.0002749953187
0.07991835,0.8227131779,0.0002730589955
0.0799184,0.8125402405,0.0002711226723
0.07991845,0.8023673031,0.000269186349
0.0799185,0.7887304817,0.0002665091107
0.07991855,0.7748401817,0.0002637776541
0.0799186,0.7609498817,0.0002610461975
0.07991865,0.7470595817,0.0002583147409
0.0799187,0.7288079661,0.0002548121887
0.07991875,0.7102372001,0.0002512532097
0.0799188,0.691666434,0.0002476942306
0.07991885,0.673095668,0.0002441352516
0.0799189,0.6495504239,0.0002395610007
0.07991895,0.6256411597,0.0002349124546
0.079919,0.6017318955,0.0002302639086
0.07991905,0.5778226313,0.0002256153626
0.0799191,0.5481188637,0.0002199130255
0.07991915,0.5179910686,0.0002141335745
0.0799192,0.4878632734,0.0002083541236
0.07991925,0.4577354783,0.0002025746726
0.0799193,0.4215839334,0.0001955869457
0.07991935,0.3849915852,0.0001885108001
0.0799194,0.348399237,0.0001814346546
0.07991945,0.3118068888,0.000174358509
0.0799195,0.2691767387,0.0001661655139
0.07991955,0.226104757,0.0001578907905
0.0799196,0.1830327753,0.0001496160671
0.07991965,0.1399607936,0.0001413413437
0.0799197,0.09172044967,0.0001320545563
0.07991975,0.04310189765,0.0001226937084
0.0799198,-0.005516654363,0.0001133328605
0.07991985,-0.05413520638,0.0001039720127
0.0799199,-0.1062713735,9.401698147e-05
0.07991995,-0.1586649511,8.401846936e-05
0.07992,-0.2110585286,7.401995726e-05
0.07992005,-0.2634521062,6.402144515e-05
0.0799201,-0.3151223597,5.417122124e-05
0.07992015,-0.3667396821,4.43318487e-05
0.0799202,-0.4183570045,3.449247616e-05
0.07992025,-0.469974327,2.465310361e-05
0.0799203,-0.5095855468,1.739831127e-05
0.07992035,-0.5483181894,1.033265218e-05
0.0799204,-0.5870508319,3.266993102e-06
0.07992045,-0.5981019607,1.722820728e-06
0.0799205,-0.6074020857,5.279119213e-07
0.07992055,-0.6104100307,1.505669516e-08
0.0799206,-0.608820151,5.919701716e-10
0.07992065,-0.6100644682,1.226430445e-10
0.0799207,-0.6096411826,5.598363796e-11
0.07992075,-0.6097859437,3.334446688e-11
0.0799208,-0.6097438765,2.368874304e-11
0.07992085,-0.6097605136,1.800061417e-11
0.0799209,-0.6097522342,1.500602403e-11
0.07992095,-0.6097445382,1.214073348e-11
0.079921,-0.6097464795,1.061248068e-11
0.07992105,-0.6097484208,9.084227882e-12
0.0799211,-0.6097458562,8.159595602e-12
0.07992115,-0.6097423784,7.357305149e-12
0.0799212,-0.6097389006,6.555014696e-12
0.07992125,-0.6097374938,6.015874781e-12
0.0799213,-0.6097370995,5.605397968e-12
0.07992135,-0.6097367053,5.194921155e-12
0.0799214,-0.609736311,4.784444342e-12
0.07992145,-0.6097345383,4.499719352e-12
0.0799215,-0.6097320915,4.276478636e-12
0.07992155,-0.6097296448,4.053237919e-12
0.0799216,-0.609727198,3.829997203e-12
0.07992165,-0.6097258946,3.668379389e-12
0.0799217,-0.6097251502,3.536891074e-12
0.07992175,-0.6097244058,3.405402759e-12
0.0799218,-0.6097236614,3.273914444e-12
0.07992185,-0.6097220078,3.177292758e-12
0.0799219,-0.6097199097,3.097718533e-12
0.07992195,-0.6097178115,3.018144307e-12
0.079922,-0.6097157134,2.938570082e-12
0.07992205,-0.6097143595,2.881795826e-12
0.0799221,-0.6097133695,2.836169237e-12
0.07992215,-0.6097123796,2.790542648e-12
0.0799222,-0.6097113896,2.744916059e-12
0.07992225,-0.6097098024,2.716053105e-12
0.0799223,-0.6097079233,2.695386452e-12
0.07992235,-0.6097060442,2.6747198e-12
0.0799224,-0.6097041651,2.654053147e-12
0.07992245,-0.6097027713,2.647865069e-12
0.0799225,-0.6097016147,2.648756051e-12
0.07992255,-0.6097004581,2.649647032e-12
0.0799226,-0.6096993015,2.650538013e-12
0.07992265,-0.6096977521,2.665903238e-12
0.0799227,-0.6096960106,2.688345406e-12
0.07992275,-0.6096942691,2.710787573e-12
0.0799228,-0.6096925276,2.73322974e-12
0.07992285,-0.6096911015,2.772800811e-12
0.0799229,-0.6096898297,2.820746776e-12
0.07992295,-0.6096885578,2.868692742e-12
0.079923,-0.609687286,2.916638707e-12
0.07992305,-0.6096857533,2.987854443e-12
0.0799231,-0.6096840932,3.070447548e-12
0.07992315,-0.609682433,3.153040654e-12
0.0799232,-0.6096807729,3.235633759e-12
0.07992325,-0.6096793143,3.354410635e-12
0.0799233,-0.6096779542,3.490878967e-12
0.07992335,-0.6096765942,3.627347299e-12
0.0799234,-0.6096752341,3.763815631e-12
0.07992345,-0.6096736939,3.964307909e-12
0.0799235,-0.6096720655,4.196103636e-12
0.07992355,-0.6096704371,4.427899363e-12
0.0799236,-0.6096688087,4.659695091e-12
0.07992365,-0.609667295,5.024210659e-12
0.0799237,-0.6096658374,5.453617398e-12
0.07992375,-0.6096643797,5.883024137e-12
0.0799238,-0.609662922,6.312430875e-12
0.07992385,-0.6096613033,7.089888028e-12
0.0799239,-0.6096596057,8.037518673e-12
0.07992395,-0.6096579081,8.985149317e-12
0.079924,-0.6096562105,9.932779962e-12
0.07992405,-0.6096544378,1.234103074e-11
0.0799241,-0.6096526284,1.546342756e-11
0.07992415,-0.6096508189,1.858582438e-11
0.0799242,-0.6096490095,2.17082212e-11
0.07992425,-0.6096462932,3.163574296e-11
0.0799243,-0.6096431335,4.489051798e-11
0.07992435,-0.609637619,9.706852715e-11
0.0799244,-0.6096284426,3.121565459e-10
0.07992445,-0.609605238,2.489652001e-09
0.0799245,-0.6095388637,1.611694056e-08
0.07992455,-0.6087823023,2.105978472e-07
0.0799246,-0.6013115499,2.010387488e-06
0.07992465,-0.5801911005,6.63048914e-06
0.0799247,-0.5474577109,1.360670385e-05
0.07992475,-0.5041658466,2.208003749e-05
0.0799248,-0.4559201368,3.125579226e-05
0.07992485,-0.4041004751,4.12884051e-05
0.0799249,-0.3515642583,5.149281265e-05
0.07992495,-0.2984388729,6.166930932e-05
0.079925,-0.2446376725,7.181379037e-05
0.07992505,-0.1908364721,8.195827143e-05
0.0799251,-0.1391065651,9.185886246e-05
0.07992515,-0.08752823415,0.0001017416058
0.0799252,-0.03594990319,0.0001116243491
0.07992525,0.01562842777,0.0001215070924
0.0799253,0.06290681175,0.0001304160239
0.07992535,0.1098705282,0.0001392536925
0.0799254,0.1568342446,0.0001480913611
0.07992545,0.203797961,0.0001569290296
0.0799255,0.2449188756,0.0001647730185
0.07992555,0.2856122175,0.0001725442905
0.0799256,0.3263055593,0.0001803155625
0.07992565,0.3669989012,0.0001880868344
0.0799257,0.4016336992,0.0001945997093
0.07992575,0.4358251367,0.0002010204955
0.0799258,0.4700165741,0.0002074412816
0.07992585,0.5042080115,0.0002138620677
0.0799259,0.5322751368,0.0002192043036
0.07992595,0.5598940886,0.0002244676118
0.079926,0.5875130404,0.0002297309199
0.07992605,0.6151319922,0.0002349942281
0.0799261,0.6373409657,0.0002391209067
0.07992615,0.6591540403,0.0002431644074
0.0799262,0.6809671148,0.0002472079081
0.07992625,0.7027801894,0.0002512514088
0.0799263,0.7197058193,0.0002544810374
0.07992635,0.7362737888,0.0002576511073
0.0799264,0.7528417584,0.0002608211772
0.07992645,0.769409728,0.0002639912471
0.0799265,0.7820746313,0.00026631898
0.07992655,0.7944539105,0.0002685850712
0.0799266,0.8068331897,0.0002708511624
0.07992665,0.819212469,0.0002731172536
0.0799267,0.8282019122,0.0002748440249
0.07992675,0.8369432894,0.0002765313291
0.0799268,0.8456846665,0.0002782186333
0.07992685,0.8544260436,0.0002799059375
0.0799269,0.8606157312,0.0002810165578
0.07992695,0.8666186877,0.0002820849767
0.079927,0.8726216443,0.0002831533956
0.07992705,0.8786246008,0.0002842218146
0.0799271,0.8823310845,0.000284951039
0.07992715,0.8858695136,0.0002856554415
0.0799272,0.8894079427,0.0002863598439
0.07992725,0.8929463719,0.0002870642463
0.0799273,0.8946546616,0.0002873294666
0.07992735,0.8962290228,0.0002875625479
0.0799274,0.8978033841,0.0002877956292
0.07992745,0.8993777453,0.0002880287104
0.0799275,0.8990797511,0.0002879932372
0.07992755,0.8986447391,0.0002879381114
0.0799276,0.8982097271,0.0002878829855
0.07992765,0.8977747151,0.0002878278597
0.0799277,0.8956019335,0.0002873548351
0.07992775,0.8933019829,0.0002868512288
0.0799278,0.8910020323,0.0002863476226
0.07992785,0.8887020817,0.0002858440163
0.0799279,0.8843107237,0.0002850201254
0.07992795,0.8797663177,0.0002841727963
0.079928,0.8752219118,0.0002833254671
0.07992805,0.8706775058,0.000282478138
0.0799281,0.8638444093,0.0002811109642
0.07992815,0.8568438278,0.0002797057485
0.0799282,0.8498432462,0.0002783005328
0.07992825,0.8428426647,0.000276895317
0.0799283,0.8328860403,0.0002749952084
0.07992835,0.8227130944,0.0002730588838
0.0799284,0.8125401486,0.0002711225591
0.07992845,0.8023672027,0.0002691862345
0.0799285,0.7887303763,0.0002665089952
0.07992855,0.7748400653,0.0002637775362
0.0799286,0.7609497542,0.0002610460771
0.07992865,0.7470594431,0.0002583146181
0.0799287,0.7288078219,0.000254812065
0.07992875,0.7102370425,0.0002512530836
0.0799288,0.6916662631,0.0002476941023
0.07992885,0.6730954838,0.0002441351209
0.0799289,0.6495502334,0.0002395608687
0.07992895,0.6256409541,0.0002349123196
0.079929,0.6017316749,0.0002302637704
0.07992905,0.5778223956,0.0002256152212
0.0799291,0.5481186214,0.000219912883
0.07992915,0.5179908095,0.0002141334291
0.0799292,0.4878629976,0.0002083539751
0.07992925,0.4577351857,0.0002025745212
0.0799293,0.4215836343,0.000195586793
0.07992935,0.3849912692,0.000188510644
0.0799294,0.348398904,0.000181434495
0.07992945,0.3118065389,0.000174358346
0.0799295,0.2691763833,0.00016616535
0.07992955,0.2261043859,0.0001578906238
0.0799296,0.1830323884,0.0001496158976
0.07992965,0.139960391,0.0001413411714
0.0799297,0.09172004395,0.0001320543832
0.07992975,0.04310148021,0.0001226935329
0.0799298,-0.005517083551,0.0001133326827
0.07992985,-0.05413564731,0.0001039718324
0.0799299,-0.1062718113,9.401680196e-05
0.07992995,-0.1586653912,8.401828979e-05
0.07993,-0.2110589711,7.401977763e-05
0.07993005,-0.2634525509,6.402126546e-05
0.0799301,-0.3151227806,5.417104635e-05
0.07993015,-0.3667400759,4.433167923e-05
0.0799302,-0.4183573712,3.449231212e-05
0.07993025,-0.4699746665,2.465294501e-05
0.0799303,-0.5095858245,1.739816652e-05
0.07993035,-0.5483183805,1.03325267e-05
0.0799304,-0.5870509365,3.26688688e-06
0.07993045,-0.5981016527,1.722793857e-06
0.0799305,-0.6074017133,5.278946483e-07
0.07993055,-0.610409514,1.505624588e-08
0.0799306,-0.6088196334,5.917819725e-10
0.07993065,-0.6100639624,1.226403947e-10
0.0799307,-0.6096406775,5.598197228e-11
0.07993075,-0.6097854429,3.334384994e-11
0.0799308,-0.6097433769,2.368832955e-11
0.07993085,-0.6097600139,1.800028141e-11
0.0799309,-0.6097517342,1.500576987e-11
0.07993095,-0.6097440384,1.214053973e-11
0.079931,-0.6097459797,1.06123083e-11
0.07993105,-0.6097479209,9.084076878e-12
0.0799311,-0.6097453563,8.159468734e-12
0.07993115,-0.6097418785,7.35718944e-12
0.0799312,-0.6097384007,6.554910146e-12
0.07993125,-0.6097369939,6.015782786e-12
0.0799313,-0.6097365997,5.605311853e-12
0.07993135,-0.6097362054,5.19484092e-12
0.0799314,-0.6097358112,4.784369987e-12
0.07993145,-0.6097340384,4.499651439e-12
0.0799315,-0.6097315916,4.276413923e-12
0.07993155,-0.6097291449,4.053176407e-12
0.0799316,-0.6097266981,3.829938891e-12
0.07993165,-0.6097253947,3.668324534e-12
0.0799317,-0.6097246504,3.536838078e-12
