frequency_hz,vout_real_v,vout_imag_v
57.54399373,-979.9032786,-497.8229455
58.21032178,-983.3473092,-493.0903761
58.88436554,-986.7237621,-488.3819574
59.56621435,-990.0337333,-483.6982878
60.25595861,-993.2783109,-479.0399364
60.95368972,-996.4585748,-474.4074437
61.65950019,-999.5755962,-469.8013225
62.37348355,-1002.630438,-465.2220585
63.09573445,-1005.624152,-460.670111
63.82634862,-1008.557782,-456.1459136
64.5654229,-1011.432362,-451.6498754
65.31305526,-1014.248914,-447.1823807
66.0693448,-1017.008452,-442.7437907
66.83439176,-1019.711977,-438.3344436
67.60829754,-1022.360479,-433.9546554
68.39116473,-1024.95494,-429.6047206
69.18309709,-1027.496326,-425.2849128
69.9841996,-1029.985595,-420.9954855
70.79457844,-1032.423693,-416.7366723
71.61434102,-1034.811553,-412.5086881
72.44359601,-1037.150096,-408.311729
73.28245331,-1039.440233,-404.1459738
74.13102413,-1041.682861,-400.0115836
74.98942093,-1043.878866,-395.908703
75.8577575,-1046.029122,-391.8374606
76.73614894,-1048.13449,-387.7979691
77.62471166,-1050.195818,-383.7903265
78.52356346,-1052.213946,-379.8146161
79.43282347,-1054.189696,-375.8709071
80.35261222,-1056.123881,-371.9592554
81.28305162,-1058.017303,-368.0797035
82.22426499,-1059.870749,-364.2322816
83.17637711,-1061.684995,-360.4170078
84.13951416,-1063.460806,-356.6338884
85.11380382,-1065.198934,-352.8829185
86.09937522,-1066.900118,-349.1640823
87.096359,-1068.565087,-345.4773539
88.1048873,-1070.194557,-341.8226971
89.12509381,-1071.789233,-338.2000663
90.15711376,-1073.349807,-334.6094067
91.20108394,-1074.876962,-331.0506546
92.25714272,-1076.371366,-327.5237377
93.32543008,-1077.833678,-324.028576
94.40608763,-1079.264545,-320.5650812
95.4992586,-1080.664604,-317.1331579
96.6050879,-1082.034479,-313.7327036
97.7237221,-1083.374783,-310.3636089
98.85530947,-1084.686121,-307.0257578
100,-1085.969084,-303.7190283
101.1579454,-1087.224254,-300.4432924
102.3292992,-1088.452202,-297.1984164
103.5142167,-1089.65349,-293.9842615
104.7128548,-1090.828666,-290.8006834
105.9253725,-1091.978273,-287.6475333
107.1519305,-1093.102841,-284.5246577
108.3926914,-1094.20289,-281.4318986
109.6478196,-1095.27893,-278.3690941
110.9174815,-1096.331464,-275.3360782
112.2018454,-1097.360984,-272.3326814
113.5010816,-1098.367971,-269.3587305
114.8153621,-1099.352899,-266.4140492
116.1448614,-1100.316233,-263.4984581
117.4897555,-1101.258427,-260.6117748
118.8502227,-1102.179928,-257.7538142
120.2264435,-1103.081175,-254.9243889
121.6186001,-1103.962596,-252.1233088
123.0268771,-1104.824612,-249.3503818
124.4514612,-1105.667636,-246.6054138
125.8925412,-1106.492073,-243.8882087
127.3503081,-1107.298319,-241.1985686
128.8249552,-1108.086764,-238.5362943
130.3166778,-1108.857786,-235.9011848
131.8256739,-1109.611762,-233.293038
133.3521432,-1110.349055,-230.7116504
134.8962883,-1111.070025,-228.1568178
136.4583137,-1111.775022,-225.6283345
138.0384265,-1112.464392,-223.1259945
139.6368361,-1113.138471,-220.6495907
141.2537545,-1113.797589,-218.1989155
142.8893959,-1114.44207,-215.7737608
144.5439771,-1115.072232,-213.373918
146.2177174,-1115.688383,-210.9991782
147.9108388,-1116.29083,-208.6493323
149.6235656,-1116.879868,-206.324171
151.3561248,-1117.455791,-204.0234849
153.1087462,-1118.018883,-201.7470647
154.8816619,-1118.569424,-199.494701
156.675107,-1119.107689,-197.2661847
158.4893192,-1119.633945,-195.0613068
160.3245391,-1120.148454,-192.8798589
162.1810097,-1120.651474,-190.7216324
164.0589773,-1121.143257,-188.5864197
165.9586907,-1121.624049,-186.4740133
167.8804018,-1122.09409,-184.3842063
169.8243652,-1122.553618,-182.3167925
171.7908387,-1123.002862,-180.2715662
173.7800829,-1123.44205,-178.2483224
175.7923614,-1123.871402,-176.2468569
177.827941,-1124.291136,-174.2669661
179.8870915,-1124.701464,-172.3084476
181.9700859,-1125.102592,-170.3710993
184.0772001,-1125.494724,-168.4547205
186.2087137,-1125.878059,-166.5591111
188.3649089,-1126.252791,-164.6840721
190.5460718,-1126.619111,-162.8294055
192.7524913,-1126.977205,-160.9949141
194.98446,-1127.327255,-159.1804022
197.2422736,-1127.66944,-157.3856747
199.5262315,-1128.003933,-155.6105379
201.8366364,-1128.330906,-153.8547991
